searched_name,id,display_name,works_api_url,h_index,works_count,country_code
Callie Clark,https://openalex.org/A5062563369,Callie Clark,https://api.openalex.org/works?filter=author.id:A5062563369,2.0,6.0,
Calvin Isch,https://openalex.org/A5045607021,Calvin Isch,https://api.openalex.org/works?filter=author.id:A5045607021,5.0,23.0,
Cameron Hickey,,,,,,
Cameron Lai,https://openalex.org/A5019218689,Cameron Lai,https://api.openalex.org/works?filter=author.id:A5019218689,2.0,8.0,
Camilla Spadavecchia,https://openalex.org/A5077212850,Camilla Spadavecchia,https://api.openalex.org/works?filter=author.id:A5077212850,4.0,8.0,
Carina I Hausladen,https://openalex.org/A5122998456,Carina I. Hausladen,https://api.openalex.org/works?filter=author.id:A5122998456,0.0,2.0,
Carl Gershenson,https://openalex.org/A5038955179,Carl Gershenson,https://api.openalex.org/works?filter=author.id:A5038955179,9.0,28.0,
Carl Nordlund,https://openalex.org/A5033663242,Carl Nordlund,https://api.openalex.org/works?filter=author.id:A5033663242,6.0,24.0,
Carl Zhou,https://openalex.org/A5113380933,Carl Zhou,https://api.openalex.org/works?filter=author.id:A5113380933,0.0,1.0,
Carl Öhman,https://openalex.org/A5074193638,Carl Öhman,https://api.openalex.org/works?filter=author.id:A5074193638,9.0,33.0,
Carlo Romano Marcello Alessandro Santagiustina,https://openalex.org/A5124707646,Carlo Romano Marcello Alessandro Santagiustina,https://api.openalex.org/works?filter=author.id:A5124707646,0.0,1.0,
Carolina Coimbra Vieira,https://openalex.org/A5072186861,Carolina Coimbra Vieira,https://api.openalex.org/works?filter=author.id:A5072186861,6.0,25.0,
Caroline Bruckner,https://openalex.org/A5053914406,Caroline Brückner,https://api.openalex.org/works?filter=author.id:A5053914406,1.0,1.0,
Caroline Violot,https://openalex.org/A5120752167,Caroline Violot,https://api.openalex.org/works?filter=author.id:A5120752167,0.0,1.0,
Carsten Schwemmer,https://openalex.org/A5041097650,Carsten Schwemmer,https://api.openalex.org/works?filter=author.id:A5041097650,15.0,658.0,
Carten Allen,,,,,,
Caspar J. Van Lissa,https://openalex.org/A5069426228,Caspar J. Van Lissa,https://api.openalex.org/works?filter=author.id:A5069426228,36.0,200.0,
Caspar van Lissa,https://openalex.org/A5069426228,Caspar J. Van Lissa,https://api.openalex.org/works?filter=author.id:A5069426228,36.0,200.0,
Cassandra Gunasekaram,https://openalex.org/A5092642158,Cassandra Gunasekaram,https://api.openalex.org/works?filter=author.id:A5092642158,2.0,2.0,
Cate Heine,https://openalex.org/A5027319334,Cate Heine,https://api.openalex.org/works?filter=author.id:A5027319334,7.0,21.0,
Catherine A. Gimbrone,,,,,,
Cathy DiGennaro,https://openalex.org/A5120298484,Cathy DiGennaro,https://api.openalex.org/works?filter=author.id:A5120298484,0.0,1.0,
Celina Kacperski,https://openalex.org/A5049587610,Celina Kacperski,https://api.openalex.org/works?filter=author.id:A5049587610,10.0,64.0,
Ceren Budak,https://openalex.org/A5123344646,Ceren Budak,https://api.openalex.org/works?filter=author.id:A5123344646,0.0,1.0,
Cesar A Hidalgo,https://openalex.org/A5079775729,Cesar A. Hidalgo Ramaciotti,https://api.openalex.org/works?filter=author.id:A5079775729,0.0,1.0,
Cesar Marin-Flores,https://openalex.org/A5118958020,Cesar Marín-Flores,https://api.openalex.org/works?filter=author.id:A5118958020,0.0,2.0,
Chaeeun Han,https://openalex.org/A5109745203,Chaeeun Han,https://api.openalex.org/works?filter=author.id:A5109745203,0.0,2.0,
Chan Young Park,https://openalex.org/A5100608515,Chan Young Park,https://api.openalex.org/works?filter=author.id:A5100608515,9.0,51.0,
Chang Liu,https://openalex.org/A5115591728,Chang Liu,https://api.openalex.org/works?filter=author.id:A5115591728,41.0,584.0,
Chaoqun Ni,https://openalex.org/A5126495028,Chaoqun Ni,https://api.openalex.org/works?filter=author.id:A5126495028,0.0,1.0,
Charles Dorison,https://openalex.org/A5054686259,Charles Dorison,https://api.openalex.org/works?filter=author.id:A5054686259,14.0,70.0,
Charles Rahal,https://openalex.org/A5075497327,Charles Rahal,https://api.openalex.org/works?filter=author.id:A5075497327,10.0,48.0,
Charlotte Ren,https://openalex.org/A5030206116,Charlotte Ren,https://api.openalex.org/works?filter=author.id:A5030206116,8.0,33.0,
Chen Zhong,https://openalex.org/A5015418685,Chen Zhong,https://api.openalex.org/works?filter=author.id:A5015418685,26.0,158.0,
Cheng-Ying Wu,https://openalex.org/A5112580504,Cheng-Ying Wu,https://api.openalex.org/works?filter=author.id:A5112580504,2.0,5.0,
Chhandak Bagchi,https://openalex.org/A5072564674,Chhandak Bagchi,https://api.openalex.org/works?filter=author.id:A5072564674,3.0,11.0,
Chiara Chiavenna,https://openalex.org/A5028705781,Chiara Chiavenna,https://api.openalex.org/works?filter=author.id:A5028705781,6.0,21.0,
Chiara Drolsbach,https://openalex.org/A5058128327,Chiara Drolsbach,https://api.openalex.org/works?filter=author.id:A5058128327,5.0,11.0,
Chiara Valentin,https://openalex.org/A5119875602,Chiara Valentin,https://api.openalex.org/works?filter=author.id:A5119875602,0.0,3.0,
Chiara Zappalà,https://openalex.org/A5039977048,Chiara Zappalà,https://api.openalex.org/works?filter=author.id:A5039977048,4.0,11.0,
Chin-wing Leung,https://openalex.org/A5111270305,Chin-wing Leung,https://api.openalex.org/works?filter=author.id:A5111270305,1.0,6.0,
Ching Jin,https://openalex.org/A5009288058,Ching Jin,https://api.openalex.org/works?filter=author.id:A5009288058,6.0,18.0,
Chloe Eggleston,https://openalex.org/A5086659454,Chloe Eggleston,https://api.openalex.org/works?filter=author.id:A5086659454,0.0,2.0,
Chris Callison-Burch,https://openalex.org/A5124385758,Chris Callison-Burch,https://api.openalex.org/works?filter=author.id:A5124385758,0.0,3.0,
Chris D.R.O. Starke,,,,,,
Chris Kempes,https://openalex.org/A5119026436,Chris Kempes,https://api.openalex.org/works?filter=author.id:A5119026436,0.0,4.0,
Christian Bretter,https://openalex.org/A5040974704,Christian Bretter,https://api.openalex.org/works?filter=author.id:A5040974704,10.0,33.0,
Christian Geiß,https://openalex.org/A5019520142,Christian Geiß,https://api.openalex.org/works?filter=author.id:A5019520142,24.0,120.0,
Christian Steglich,https://openalex.org/A5006065117,Steglich Christian,https://api.openalex.org/works?filter=author.id:A5006065117,0.0,1.0,
Christian Vedel,https://openalex.org/A5079501893,Christian Vedel,https://api.openalex.org/works?filter=author.id:A5079501893,2.0,14.0,
Christo Wilson,https://openalex.org/A5016084033,Wilson Christo,https://api.openalex.org/works?filter=author.id:A5016084033,1.0,3.0,
Christof Nägel,https://openalex.org/A5038568388,Christof Nägel,https://api.openalex.org/works?filter=author.id:A5038568388,9.0,30.0,
Christof Weinhardt,https://openalex.org/A5021007726,Christof Weinhardt,https://api.openalex.org/works?filter=author.id:A5021007726,46.0,658.0,
Christofer Edling,https://openalex.org/A5044369270,Christofer Edling,https://api.openalex.org/works?filter=author.id:A5044369270,22.0,120.0,
Christoph Engel,https://openalex.org/A5123034252,Christoph Engel,https://api.openalex.org/works?filter=author.id:A5123034252,0.0,2.0,
Christoph Kern,https://openalex.org/A5113463465,Christoph Kern,https://api.openalex.org/works?filter=author.id:A5113463465,0.0,3.0,
Christoph Müller,https://openalex.org/A5100762441,Christoph Müller,https://api.openalex.org/works?filter=author.id:A5100762441,94.0,664.0,
Christopher K. Frantz,https://openalex.org/A5066567457,K Frantz Christopher,https://api.openalex.org/works?filter=author.id:A5066567457,0.0,1.0,
Christopher Michael Dobmeier,https://openalex.org/A5120897861,Christopher Michael Dobmeier,https://api.openalex.org/works?filter=author.id:A5120897861,0.0,1.0,
Chrysoula Kosma,https://openalex.org/A5013281995,Chrysoula Kosma,https://api.openalex.org/works?filter=author.id:A5013281995,2.0,11.0,
Chun-Ming Lai,https://openalex.org/A5057146164,Chun-Ming Lai,https://api.openalex.org/works?filter=author.id:A5057146164,8.0,49.0,
Cinoo Lee,https://openalex.org/A5067413576,Cinoo Lee,https://api.openalex.org/works?filter=author.id:A5067413576,1.0,1.0,
Ciro Beneduce,https://openalex.org/A5099035918,Ciro Beneduce,https://api.openalex.org/works?filter=author.id:A5099035918,1.0,5.0,
Claire Kelling,https://openalex.org/A5020125188,Claire Kelling,https://api.openalex.org/works?filter=author.id:A5020125188,6.0,21.0,
Claire Wonjeong jo,https://openalex.org/A5095383449,Claire Wonjeong Jo,https://api.openalex.org/works?filter=author.id:A5095383449,2.0,6.0,
Clara Egger,https://openalex.org/A5118606416,Clara Egger,https://api.openalex.org/works?filter=author.id:A5118606416,0.0,1.0,
Clara Eminente,https://openalex.org/A5061086330,Clara Eminente,https://api.openalex.org/works?filter=author.id:A5061086330,1.0,2.0,
Clara-Gabriela Clipea,,,,,,
Clare Llewellyn,https://openalex.org/A5123504286,Clare Llewellyn,https://api.openalex.org/works?filter=author.id:A5123504286,0.0,1.0,
Claudia Acciai,https://openalex.org/A5060256587,Claudia Acciai,https://api.openalex.org/works?filter=author.id:A5060256587,5.0,17.0,
Clemens Stachl,https://openalex.org/A5048056611,Clemens Stachl,https://api.openalex.org/works?filter=author.id:A5048056611,21.0,93.0,
Collin Coil,https://openalex.org/A5093454296,Collin Coil,https://api.openalex.org/works?filter=author.id:A5093454296,2.0,13.0,
Cong LIN,https://openalex.org/A5100331602,Cong Lin,https://api.openalex.org/works?filter=author.id:A5100331602,24.0,142.0,
Connor Jerzak,https://openalex.org/A5026867670,Connor Jerzak,https://api.openalex.org/works?filter=author.id:A5026867670,5.0,509.0,
Connor Thomas Jerzak,,,,,,
Cook Hyun Kim,https://openalex.org/A5043526367,Cook Hyun Kim,https://api.openalex.org/works?filter=author.id:A5043526367,2.0,11.0,
Coralie Chevallier,https://openalex.org/A5125235138,Coralie Chevallier,https://api.openalex.org/works?filter=author.id:A5125235138,0.0,1.0,
Corinna Coupette,https://openalex.org/A5054439389,Corinna Coupette,https://api.openalex.org/works?filter=author.id:A5054439389,7.0,62.0,
Cornelius Puschmann,https://openalex.org/A5051642685,Cornelius Puschmann,https://api.openalex.org/works?filter=author.id:A5051642685,28.0,111.0,
Corrado Monti,https://openalex.org/A5002012048,Corrado Monti,https://api.openalex.org/works?filter=author.id:A5002012048,13.0,56.0,
Cristian Candia,https://openalex.org/A5009407287,Cristian Simon Antonio Candia,https://api.openalex.org/works?filter=author.id:A5009407287,0.0,3.0,
Cristian E Candia,,,,,,
Cristian Jara-Figueroa,https://openalex.org/A5112240656,Cristian Ignacio Jara-Figueroa,https://api.openalex.org/works?filter=author.id:A5112240656,1.0,2.0,
Cristina Mendonça,https://openalex.org/A5035059212,Cristina Mendonça,https://api.openalex.org/works?filter=author.id:A5035059212,4.0,19.0,
Cuihua Shen,https://openalex.org/A5043908500,Cuihua Shen,https://api.openalex.org/works?filter=author.id:A5043908500,31.0,94.0,
Dagoberto Quevedo,https://openalex.org/A5119401337,Dagoberto Quevedo,https://api.openalex.org/works?filter=author.id:A5119401337,1.0,1.0,
Dalton C. Conley,https://openalex.org/A5106477946,Dalton C Conley,https://api.openalex.org/works?filter=author.id:A5106477946,1.0,1.0,
Damian Trilling,https://openalex.org/A5071797963,Damian Trilling,https://api.openalex.org/works?filter=author.id:A5071797963,28.0,124.0,
Dan Jurafsky,https://openalex.org/A5087088138,Dan Jurafsky,https://api.openalex.org/works?filter=author.id:A5087088138,84.0,370.0,
Dana Calacci,https://openalex.org/A5106251188,Dana Calacci,https://api.openalex.org/works?filter=author.id:A5106251188,1.0,1.0,
Danaé Metaxa,https://openalex.org/A5022636135,Danae Metaxa-Kakavouli,https://api.openalex.org/works?filter=author.id:A5022636135,1.0,2.0,
Dandan Qiao,https://openalex.org/A5121086341,Dandan Qiao,https://api.openalex.org/works?filter=author.id:A5121086341,0.0,1.0,
Daniel Abrams,https://openalex.org/A5028430502,Daniel A. Abrams,https://api.openalex.org/works?filter=author.id:A5028430502,24.0,60.0,
Daniel Bischof,https://openalex.org/A5043834714,Daniel Bischof,https://api.openalex.org/works?filter=author.id:A5043834714,17.0,98.0,
Daniel Cowen,https://openalex.org/A5120354094,Daniel Cowen,https://api.openalex.org/works?filter=author.id:A5120354094,0.0,1.0,
Daniel E. Ho,https://openalex.org/A5058408154,Daniel E. Ho,https://api.openalex.org/works?filter=author.id:A5058408154,35.0,242.0,
Daniel G. Goldstein,https://openalex.org/A5007746083,Daniel G. Goldstein,https://api.openalex.org/works?filter=author.id:A5007746083,48.0,230.0,
Daniel Juhász Vigild,https://openalex.org/A5107662833,Daniel Juhász Vigild,https://api.openalex.org/works?filter=author.id:A5107662833,1.0,1.0,
Daniel Larremore,https://openalex.org/A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,33.0,124.0,
Daniel Matter,https://openalex.org/A5073734735,Daniel Matter,https://api.openalex.org/works?filter=author.id:A5073734735,10.0,31.0,
Daniel Molitor,https://openalex.org/A5021749679,Daniel Molitor,https://api.openalex.org/works?filter=author.id:A5021749679,1.0,9.0,
Daniel O'Brien,https://openalex.org/A5083670541,Daniel T. O’Brien,https://api.openalex.org/works?filter=author.id:A5083670541,26.0,466.0,
Daniel Racek,https://openalex.org/A5048905415,Daniel Racek,https://api.openalex.org/works?filter=author.id:A5048905415,5.0,23.0,
Daniel Romero,https://openalex.org/A5002984043,Daniel Romero,https://api.openalex.org/works?filter=author.id:A5002984043,13.0,104.0,
Daniel Wojahn,https://openalex.org/A5089720568,Daniel Wojahn,https://api.openalex.org/works?filter=author.id:A5089720568,1.0,3.0,
Daniela Braun,https://openalex.org/A5124102020,Daniela Braun,https://api.openalex.org/works?filter=author.id:A5124102020,1.0,1.0,
Daniela Paolotti,https://openalex.org/A5020744129,Daniela Paolotti,https://api.openalex.org/works?filter=author.id:A5020744129,27.0,163.0,
Daniela Perrotta,https://openalex.org/A5028327260,Daniela Perrotta,https://api.openalex.org/works?filter=author.id:A5028327260,16.0,40.0,
Daniele Barolo,https://openalex.org/A5119875601,Daniele Barolo,https://api.openalex.org/works?filter=author.id:A5119875601,0.0,1.0,
Daniele Quercia,https://openalex.org/A5081008532,Daniele Quercia,https://api.openalex.org/works?filter=author.id:A5081008532,43.0,292.0,
Danny Tse,https://openalex.org/A5109778602,Danny Tse,https://api.openalex.org/works?filter=author.id:A5109778602,1.0,3.0,
Dario Krpan,https://openalex.org/A5037882098,Dario Krpan,https://api.openalex.org/works?filter=author.id:A5037882098,14.0,71.0,
Dashun Wang,https://openalex.org/A5115637700,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5115637700,0.0,9.0,
David Alexander Ehrlich,,,,,,
David Bamman,https://openalex.org/A5124595480,David Bamman,https://api.openalex.org/works?filter=author.id:A5124595480,0.0,2.0,
David Borukhson,https://openalex.org/A5081392022,David Borukhson,https://api.openalex.org/works?filter=author.id:A5081392022,2.0,6.0,
David Broska,https://openalex.org/A5106657157,David Broska,https://api.openalex.org/works?filter=author.id:A5106657157,2.0,5.0,
David C. Jangraw,https://openalex.org/A5026763824,David C. Jangraw,https://api.openalex.org/works?filter=author.id:A5026763824,17.0,61.0,
David C. Parkes,https://openalex.org/A5086173064,David C. Parkes,https://api.openalex.org/works?filter=author.id:A5086173064,59.0,485.0,
David Gamba,https://openalex.org/A5116019668,David Gamba,https://api.openalex.org/works?filter=author.id:A5116019668,0.0,1.0,
David Garcia,https://openalex.org/A5084395089,David García,https://api.openalex.org/works?filter=author.id:A5084395089,46.0,206.0,
David Harding,https://openalex.org/A5024644588,David J. Harding,https://api.openalex.org/works?filter=author.id:A5024644588,35.0,176.0,
David Jurgens,https://openalex.org/A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,33.0,213.0,
David Lazer,https://openalex.org/A5108542568,David Lazer,https://api.openalex.org/works?filter=author.id:A5108542568,10.0,30.0,
David Mimno,https://openalex.org/A5086934220,David Mimno,https://api.openalex.org/works?filter=author.id:A5086934220,34.0,140.0,
David Mingfei Liu,,,,,,
David Rand,https://openalex.org/A5112629368,David Gertler Rand,https://api.openalex.org/works?filter=author.id:A5112629368,1.0,2.0,
David Rothschild,https://openalex.org/A5062677313,David M. Rothschild,https://api.openalex.org/works?filter=author.id:A5062677313,1.0,2.0,
Davide Beraldo,https://openalex.org/A5061221995,Davide Beraldo,https://api.openalex.org/works?filter=author.id:A5061221995,9.0,24.0,
Davide Molteni,https://openalex.org/A5052449725,Davide Molteni,https://api.openalex.org/works?filter=author.id:A5052449725,6.0,23.0,
Davide Vega,https://openalex.org/A5019051904,Davide Vega,https://api.openalex.org/works?filter=author.id:A5019051904,11.0,55.0,
Dean Eckles,https://openalex.org/A5080265907,Dean Eckles,https://api.openalex.org/works?filter=author.id:A5080265907,34.0,121.0,
Dean Knox,https://openalex.org/A5087031929,Dean Knox,https://api.openalex.org/works?filter=author.id:A5087031929,15.0,120.0,
Deb Roy,https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,42.0,275.0,
Deborah N Brewis,https://openalex.org/A5013072551,Deborah N. Brewis,https://api.openalex.org/works?filter=author.id:A5013072551,8.0,38.0,
Deepak Sharma,https://openalex.org/A5101599373,Deepak Sharma,https://api.openalex.org/works?filter=author.id:A5101599373,15.0,48.0,
Denis Bonnay,https://openalex.org/A5058810080,Denis Bonnay,https://api.openalex.org/works?filter=author.id:A5058810080,12.0,72.0,
